"ECS" "pdf.landocean" "pdf.land" "pdf.ocean" "pdf.dust0x" "pdf.dust2x" "pdf.wind1x" "pdf.wind2x" "pdf.sl0x" "pdf.sl2x"
3.37 0.000137463300758947 0.538423116019431 0.00112403807524446 0.0140742853296139 6.77461461068596e-15 0.00103604044887676 0 5.87378774189191e-15 0.00937922243174205
3.38 0.000106031641928292 0.538940234419871 0.000967213690867165 0.0126727215736188 9.70953279024792e-16 0.00109656452093703 4.83333792339069e-18 5.82644521968280e-16 0.00827753347160298
3.39 7.88675449631775e-05 0.539240664896251 0.00084763405130425 0.0114333617527642 1.68799996156576e-16 0.000714413383519827 3.8185096318896e-17 6.09505755678904e-17 0.00739728997746934
3.4 5.55128707888801e-05 0.539258548937596 0.000748688503142031 0.0102942152032391 6.45996947064498e-19 0.000277702402653427 3.55401700499488e-17 0 0.00671208341741057
3.41 3.70168587511802e-05 0.538988207036515 0.000665098718913075 0.00926129632933578 0 6.46116840132783e-05 0 0 0.00616702347186972
3.42 2.29360820959021e-05 0.538391142955728 0.000589743447959524 0.00834493109026843 0 9.24614425582382e-06 2.52820752915828e-17 7.63719626294816e-18 0.0056900590559331
3.43 1.34296338638772e-05 0.537445270887847 0.000522097545969252 0.00758106532757622 0 8.03473240732576e-07 0 0 0.00521643358510324
3.44 7.20953712524642e-06 0.536147999039175 0.00046080867929266 0.0069645424579913 0 3.79174816411215e-08 3.23730790086576e-18 0 0.00470680970473328
3.45 3.67658673878306e-06 0.534452249514123 0.000407396407556757 0.00648422248878304 0 1.41731250491041e-09 3.64123453896221e-17 0 0.00416612907239803
3.46 1.69801966301346e-06 0.532397966316802 0.00036049874510309 0.00608468477148973 0 1.38116709317791e-11 3.94555725551893e-17 0 0.0036315763135242
3.47 7.51815209823569e-07 0.529913360779985 0.000320195033491816 0.0057160439646531 5.46256920675537e-18 3.58505326043633e-13 2.00177039801248e-17 2.49834620074728e-17 0.00314997871793055
3.48 2.97729270142783e-07 0.5270781300087 0.000284260918889439 0.00533101821855779 0 1.09063312625781e-15 2.0154953353072e-17 0 0.00277782414578985
3.49 1.14316523847097e-07 0.523833832113738 0.000252165203063410 0.0049067657795646 0 0 3.08363797368139e-17 3.47999486595754e-18 0.00252102749347588
3.5 3.87547327782980e-08 0.520268205701966 0.000222889018224466 0.00444650033202311 0 2.60614509304156e-17 1.20684413103323e-16 0 0.00239281742093589
3.51 1.28984088584874e-08 0.51637944818762 0.000197140511766863 0.00396946243502625 0 3.089608131298e-18 7.5864292312305e-17 0 0.00234603977658210
3.52 3.74039045514547e-09 0.512243243072284 0.00017495199658468 0.00350696784775287 0 2.90183283307433e-17 8.21043854089803e-17 1.82715956342360e-17 0.00234371157528332
3.53 1.07882745305963e-09 0.507914930598982 0.000157260863145948 0.00308918754663425 0 5.5092451655908e-17 5.12121293145339e-17 0 0.00232705134941899
3.54 2.67525813409774e-10 0.50346638862373 0.000143213458354536 0.00274300256329908 0 3.37279844240956e-17 1.89271719214247e-16 0 0.00223634677615932
3.55 6.6853099883123e-11 0.49897967958103 0.000132175206619412 0.00248394324754658 0 4.73737494293998e-17 1.37544753548627e-16 0 0.00205642551783017
3.56 1.41766450095219e-11 0.494533695729182 0.000122326402211747 0.00231726728532719 0 1.87574660648492e-17 7.39169403033033e-17 0 0.00177381864986625
3.57 3.06827816002543e-12 0.490193569308304 0.000112113162226105 0.00223153517085699 0 8.01547598845722e-19 3.17949900891885e-17 0 0.00143680726515548
3.58 5.5653985355678e-13 0.486053987803132 0.000100561518886657 0.00220508674036806 0 1.01780560894194e-17 7.61090632099979e-17 0 0.00109119096609182
3.59 1.04246771421317e-13 0.482130997173163 8.71563168345237e-05 0.00220726761227180 0 0 1.11216639309146e-16 0 0.000784029037362177
3.6 1.61821545979202e-14 0.47851639148897 7.2526164211424e-05 0.00220718690336871 0 0 9.55299445500752e-17 0 0.000547703636789618
3.61 2.61218483524700e-15 0.475187200821685 5.7585430489956e-05 0.00218321697567948 0 0 8.57151964421853e-17 0 0.000380862120787715
3.62 3.02523464966906e-16 0.472191719646584 4.34136369723006e-05 0.00212148308855786 0 0 1.37018093010922e-16 0 0.000280523490687364
3.63 1.78893558544703e-17 0.469497604656022 3.11269305569847e-05 0.00202456769666717 0 2.82922580629535e-17 7.681040273155e-17 0 0.000230014650884903
3.64 0 0.467095348598226 2.10430746238815e-05 0.00189971072610133 0 0 1.14718112143535e-16 0 0.000222236327957507
3.65 0 0.464952880516771 1.35477295649959e-05 0.00176235507128208 0 0 9.87766466898459e-17 0 0.000246792731085475
3.66 0 0.46301673816856 8.17991066826785e-06 0.00162792715244107 0 0 4.73711586802733e-17 0 0.000293309884506985
3.67 0 0.461256235291031 4.7187212072074e-06 0.00150794426508093 0 0 0 0 0.000344379291840766
3.68 3.07526169579778e-17 0.459603519441277 2.54094840932685e-06 0.00141125840089437 0 0 8.43762744745055e-18 0 0.000381686150805144
3.69 7.83724498228128e-18 0.458027213672885 1.31214183567767e-06 0.00133378603227559 0 0 3.95297946086032e-18 0 0.000388474059272474
3.7 0 0.456475870353816 6.29950988674728e-07 0.00126660569594040 0 0 0 0 0.000360894737656763
3.71 0 0.45491914297058 2.9102168242359e-07 0.00119471561046592 0 0 0 0 0.000304045227039488
3.72 0 0.453337079206772 1.24597125034141e-07 0.00110321921280283 0 0 0 0 0.000234365058951012
3.73 2.27992131989924e-17 0.451715349300323 5.14607012532193e-08 0.000990905257360481 0 0 0 0 0.000169783235692850
3.74 0 0.450057407010609 1.9658972976401e-08 0.00086352874171045 0 0 0 0 0.000122096290943071
3.75 0 0.448372276625946 7.25326234659074e-09 0.000739418839798562 0 0 0 0 9.978524932597e-05
3.76 0 0.446676999350955 2.47441789865439e-09 0.000641939072992915 0 0 0 0 9.77456182485444e-05
3.77 2.79569150614728e-17 0.444992599862066 8.14762215220954e-10 0.000579959829053202 0 0 0 0 0.000110521435967214
3.78 0 0.44334189470112 2.48465658568763e-10 0.000562792483830736 0 0 0 0 0.000126245765700536
3.79 0 0.441736465247896 7.293100937338e-11 0.00057262780266366 0 0 0 0 0.000134596647252811
3.8 0 0.440195363652145 1.99050274018566e-11 0.000592246608994872 1.95246878175973e-17 0 0 4.25639218948577e-18 0.000131592091522731
3.81 0 0.438707044360716 5.2014650596662e-12 0.000599877530995914 2.72785684909801e-17 0 0 0 0.000114605079466413
3.82 0 0.437269248666661 1.27225016892112e-12 0.000575160531525091 4.01692647082331e-18 0 0 1.24765400177924e-17 9.03742504392147e-05
3.83 0 0.435853030197729 2.95512227914873e-13 0.000519845174509092 0 0 0 2.51930677668295e-17 6.49735127567614e-05
3.84 0 0.434426432763892 6.48409988158048e-14 0.000434545371549158 0 0 0 1.72655564891821e-17 4.49012604183086e-05
3.85 0 0.432952509781632 1.33563702205866e-14 0.000337323066270999 0 0 0 3.25848867187266e-18 3.61935812767811e-05
3.86 0 0.431386130788322 2.64113403275799e-15 0.000242215202551168 0 0 0 0 4.06828724619029e-05
3.87 0 0.429686336063853 4.78065686766625e-16 0.00015983692152633 0 0 0 0 6.2037148264472e-05
3.88 0 0.427825653747523 4.00698634997165e-17 9.86949054008529e-05 0 0 0 0 9.86057333132957e-05
3.89 0 0.425763356365016 0 5.5962768405723e-05 0 0 0 0 0.000147950501073407
3.9 0 0.423514193433061 0 3.15891176331118e-05 0 0 0 0 0.000200396575926983
3.91 0 0.421045819231975 0 1.91846822431300e-05 0 0 0 0 0.00024363161386659
3.92 0 0.418413068391374 0 1.70326417829779e-05 0 0 0 0 0.000265290918271741
3.93 0 0.415615362711844 0 2.16693108187563e-05 0 0 0 0 0.000258363707344389
3.94 0 0.412715215461567 0 3.26744918366825e-05 0 0 0 0 0.000225225135817959
3.95 0 0.409748029733002 0 4.82197735113374e-05 0 0 0 0 0.000175565271024494
3.96 0 0.406764084650125 0 6.70606904946143e-05 0 0 0 0 0.000122585153302228
3.97 0 0.403806929341894 0 8.62209840618718e-05 0 0 0 0 7.63250365000066e-05
3.98 0 0.400911296755843 0 0.000102228688810848 0 0 0 0 4.278602048186e-05
3.99 0 0.398096402765603 0 0.000112019801270351 0 0 0 0 2.11891326556506e-05
4 0 0.395378277037149 0 0.000112887529991607 0 0 0 0 9.57737709472835e-06
4.01 0 0.392738178380184 0 0.000105196112420663 0 0 0 0 3.74707995031551e-06
4.02 0 0.390166721675774 0 9.01757424646277e-05 0 0 0 0 1.37476408052384e-06
4.03 0 0.387620710007883 0 7.14099307560681e-05 0 0 1.06062724725058e-17 0 4.20630467761397e-07
4.04 0 0.385057694253006 0 5.21017188020116e-05 0 0 0 0 1.26511801354872e-07
4.05 0 0.382435458369662 0 3.50514649723507e-05 0 0 0 0 2.98238313230233e-08
4.06 0 0.379694749012534 0 2.17720860109615e-05 0 0 0 0 7.46058887361845e-09
4.07 0 0.376800823478320 0 1.24442388344621e-05 0 0 0 0 1.3426177747087e-09
4.08 0 0.373708428375386 0 6.57945483730314e-06 0 0 3.82981361731787e-17 0 2.81777441982571e-10
4.09 0 0.370386326260651 0 3.19638478275884e-06 0 0 0 0 3.96512958632142e-11
4.1 0 0.366826898146612 0 1.43768169928982e-06 0 3.52218904885818e-20 0 0 6.81097716196814e-12
4.11 1.31272297675051e-18 0.362998292748012 7.76810008808623e-18 5.94130730543709e-07 0 1.85807800117573e-19 1.1123011249785e-17 3.25729204537918e-18 7.50827672181807e-13
4.12 7.22004637472156e-18 0.358937300244834 0 2.27112393502589e-07 0 0 0 1.48170105483517e-17 1.05258830635773e-13
4.13 2.59202477497459e-17 0.354612778728243 0 7.99341180507154e-08 0 0 9.75142482055491e-18 0 9.07008252672433e-15
4.14 0 0.35009201261336 0 2.59312200490963e-08 8.56114535771059e-18 0 1.04812499683667e-17 0 1.02683560693662e-15
4.15 2.11062496486818e-18 0.34536785499867 0 7.78568690332275e-09 0 0 0 0 1.17737206126392e-16
4.16 8.02961587880069e-18 0.340505967365018 3.84686254069698e-17 2.1393316013527e-09 0 0 0 0 3.4937980121582e-18
4.17 0 0.335534734084595 3.04693523883165e-17 5.49106748525290e-10 0 0 0 2.59017855470887e-17 2.72012768256179e-17
4.18 1.37483978404643e-17 0.330507765696008 6.99443004956822e-18 1.27478616205407e-10 0 0 0 0 2.52604819390543e-17
4.19 0 0.325473361996927 2.26442926312666e-18 2.80469563618042e-11 2.34569887213297e-18 0 4.86628281302899e-17 0 0
4.2 0 0.320479428159838 3.76981046855016e-18 5.48382900057317e-12 6.38364727231341e-19 0 0 7.42306302967147e-19 0
4.21 0 0.315567327067846 0 1.03762973079112e-12 8.17945366332939e-18 0 0 7.94200717089676e-19 0
4.22 0 0.310784637775963 0 1.70135178880167e-13 2.28593783314353e-18 0 0 5.5136266585788e-18 0
4.23 0 0.306141543955678 0 2.7755578211148e-14 0 0 0 1.27419182121897e-17 0
4.24 0 0.30168579175621 0 3.74277187088497e-15 0 0 4.09260129273313e-17 1.49185464193647e-17 0
4.25 0 0.297390536866085 1.23224212194287e-17 5.16545192645406e-16 1.35366179444747e-17 0 0 2.23460562929373e-17 0
4.26 0 0.293284467977425 0 1.55818627778811e-17 1.23416921474937e-18 0 1.17388524769318e-17 8.7468631563718e-18 0
4.27 0 0.289326353857952 6.85825166099775e-19 0 0 0 9.89467053193043e-19 2.23974590317017e-17 0
4.28 0 0.285511158737870 0 0 0 0 3.32510488202926e-17 5.68370822183184e-18 0
4.29 1.51387159748301e-17 0.281800937571607 0 2.00587146812946e-17 0 0 1.78937420164241e-16 0 0
4.3 0 0.278166025265725 0 0 0 2.76016457892381e-19 0 0 0
4.31 0 0.274573310650154 0 0 0 0 1.39779274063728e-17 0 0
4.32 0 0.270988011920515 1.95764125377957e-17 0 1.36439618709396e-18 0 2.0761752704721e-17 0 0
4.33 0 0.267378425446494 3.53308838481294e-18 0 0 0 4.02100244712263e-17 0 4.14950742304251e-18
4.34 0 0.263722267928064 0 0 0 0 1.29106633728471e-16 1.06532278668524e-17 0
4.35 0 0.259984773665075 0 0 2.64377554823570e-18 0 2.55416850375987e-17 0 0
4.36 0 0.256163891242632 0 0 8.81042569207355e-19 0 3.40199828728528e-18 0 0
4.37 0 0.252228354327536 0 2.60077899240697e-17 0 0 1.15752104765928e-17 1.55711093263810e-18 0
4.38 0 0.248188250242934 0 0 0 0 1.51686053690347e-17 1.26546205991563e-17 0
4.39 0 0.244028921635308 0 1.55893443678972e-17 0 0 1.26885971129702e-16 0 0
4.4 0 0.239763397707308 0 0 0 1.63425441295035e-17 1.32664703533544e-17 0 0
4.41 0 0.235399516970266 0 0 0 0 2.33245406727518e-17 0 6.59899633116746e-18
4.42 0 0.230953688122116 0 5.18934083555471e-18 0 0 3.89105817529574e-17 0 0
4.43 1.25443310100147e-17 0.226453356152194 0 0 3.56965240360971e-17 0 2.06322220072886e-16 0 0
4.44 0 0.221923680372318 0 0 0 0 9.33170930415225e-17 0 4.65575183252808e-17
4.45 1.13260546555601e-18 0.217399244845322 0 0 1.58113439309588e-19 0 1.74239562015113e-17 1.76529881399909e-17 8.17012000137012e-19
4.46 0 0.212920828338086 0 1.01406773388015e-17 5.92163868140822e-20 2.62581283233386e-17 4.97423622529478e-17 0 2.35071135769803e-17
4.47 0 0.208512640913997 0 2.47801396231138e-17 6.08401668463091e-18 0 8.35335855550884e-18 0 1.10631908046292e-16
4.48 0 0.204224894519354 0 0 0 0 4.60963039087175e-17 0 0
4.49 0 0.200065046599236 0 4.3088894913618e-19 0 0 1.22887436802282e-16 1.09012970220056e-18 0
4.5 0 0.196068561996829 0 3.43801417730802e-17 0 0 5.69042956584887e-17 0 8.92660425052992e-18
4.51 0 0.192231972839549 0 0 0 1.85676113750869e-17 0 3.19722996893596e-18 0
4.52 0 0.188557503788527 0 8.80524766474089e-17 6.68750638357387e-17 5.64029043836695e-17 1.39615753395882e-18 0 0
4.53 0 0.185033333369984 0 0 2.40934480095924e-17 6.0300643571217e-18 5.28482911861024e-17 0 0
4.54 0 0.181628530890376 0 0 2.23977563458950e-17 0 1.29768080142964e-17 1.2583371678558e-17 0
4.55 0 0.178322734834676 0 0 2.04010385095203e-17 0 5.84061194650148e-17 2.57216344865596e-17 0
4.56 0 0.175070109239519 0 0 1.02576484927494e-18 2.51279376251046e-18 9.35821806215148e-17 2.19865019096009e-18 0
4.57 0 0.171840345001050 0 0 3.99348347988954e-17 0 4.22254426502916e-17 0 0
4.58 0 0.168597365492954 0 0 9.37282843192874e-18 6.54112930732637e-18 1.43528116419012e-17 0 0
4.59 0 0.165305894365778 0 0 3.74363408340402e-17 0 1.10675794077722e-16 1.53305133977251e-17 0
4.6 0 0.161951801279732 0 0 3.19839192691288e-17 0 5.45176576979361e-17 1.77285756981807e-18 0
4.61 0 0.158513213989879 0 0 9.61812309021305e-18 4.97242774699797e-17 1.50186855713603e-17 2.53091855714657e-17 0
4.62 0 0.154992516501216 0 0 1.01571332401836e-17 5.30439623806574e-18 1.5954897244658e-17 1.54199437902725e-17 0
4.63 0 0.151393942791838 0 0 1.43332214430203e-17 0 4.95425191311586e-18 7.35540038117263e-18 0
4.64 0 0.147732707761836 0 0 1.00138232687756e-16 2.62927087084174e-17 3.44845347611892e-17 8.13529610846183e-17 0
4.65 0 0.144036282213608 6.35264359870764e-19 0 3.32249359183537e-17 0 2.51185917894664e-17 1.25342921157306e-16 0
4.66 0 0.140334140834776 8.09576982730012e-18 0 1.78832084176046e-16 0 2.88815203514588e-18 5.60066309376572e-17 0
4.67 0 0.136660132051343 2.08172298118828e-19 0 1.1075479521191e-16 0 7.53217653117102e-19 4.84406352787877e-17 0
4.68 0 0.133062293697838 3.28424137674953e-18 0 1.41458385470199e-16 0 2.34443407396051e-18 5.56535934456072e-17 0
4.69 0 0.129560825221563 2.03299651548508e-17 0 7.87564936164875e-17 0 1.90473003036297e-17 9.74820479028289e-17 0
4.7 0 0.126212000398127 3.60871908133007e-18 0 1.08751525315265e-16 0 4.27044022375974e-17 1.65468205129969e-16 0
4.71 0 0.123018830227956 6.97832438770307e-19 0 1.75838366142987e-16 0 0 8.18112962155297e-17 0
4.72 0 0.120019309595502 2.7382220881441e-17 0 1.24834891730628e-16 0 0 1.66533453693773e-16 0
4.73 0 0.117207343507018 3.51859803165814e-19 0 2.03531299630417e-16 0 0 1.51537768502726e-16 0
4.74 0 0.114584616337946 1.71102085711759e-17 0 3.73347084072176e-17 0 3.24198481012205e-17 1.083963256285e-16 0
4.75 2.40693408830045e-17 0.112139039806387 1.38777878078145e-17 0 4.61148320012552e-17 0 0 8.62828857484549e-17 0
4.76 0 0.109837173037251 6.93595032012749e-18 0 1.41884420373123e-17 0 0 1.04209620524288e-16 0
4.77 0 0.107661027279990 0 0 9.27883303332858e-17 0 0 3.15520986523026e-17 0
4.78 0 0.105561200243587 6.84997059602986e-18 0 9.58424561460466e-18 0 0 2.09335255211322e-18 0
4.79 0 0.103513317985047 1.34856753706850e-19 0 9.35061583960795e-17 0 1.14072882691949e-17 1.15893442219264e-17 0
4.8 0 0.101477820420570 0 0 0 0 0 0 0
4.81 0 0.0994282602093634 0 0 0 0 2.60677847560569e-17 0 0
4.82 0 0.0973492513018117 0 0 0 0 0 0 0
4.83 0 0.0952279928790514 0 0 4.46452984000644e-18 0 0 0 3.55666770723756e-19
4.84 0 0.0930679482991787 0 0 2.52655510196782e-17 0 2.93862010974154e-17 0 4.51601142728775e-17
4.85 0 0.0908776179619312 0 0 0 0 5.28803200600573e-18 0 1.29851707733712e-17
4.86 0 0.0886728068557563 0 0 0 0 5.17722752464249e-17 1.82704041116053e-18 1.00797136087180e-18
4.87 0 0.0864744002490938 0 0 0 0 0 5.01430797585875e-18 2.23897216345056e-18
4.88 0 0.084306449411842 0 0 0 0 4.90054028267993e-17 0 3.02925058814228e-18
4.89 0 0.0821843167827644 0 0 0 0 0 0 0
4.9 0 0.0801369599676687 0 0 0 0 0 2.21722247871305e-18 1.58374481143132e-17
4.91 0 0.078162278353347 0 0 0 0 1.02652842983971e-17 4.6241259083066e-18 3.1425409591737e-18
4.92 0 0.0762817084758727 0 0 0 0 1.35090967814371e-18 0 0
4.93 0 0.0744815840704937 0 0 0 0 4.43076526626421e-17 0 1.93281790185031e-17
4.94 0 0.0727650047320659 0 4.46484780401507e-18 0 0 1.14722055612382e-17 0 5.82659348368242e-18
4.95 0 0.0711158269539188 0 1.64625209288333e-19 0 0 0 0 1.1519761087476e-17
4.96 0 0.0695213734977086 0 3.24262782463496e-18 5.59991841363178e-18 1.12133645268458e-17 0 0 2.76573572801927e-17
4.97 0 0.0679666562367191 0 0 0 0 0 1.96778700016705e-17 3.93063915088239e-17
4.98 0 0.066433940207856 0 0 0 0 1.87052876841933e-17 0 2.10096778299391e-18
4.99 0 0.0649103829325697 0 0 2.10698066360309e-18 0 1.22712295865834e-17 0 3.20588455005977e-17
5 0 0.06338349586986 5.8394347877998e-18 0 2.36446859525025e-17 0 1.43776556999402e-17 0 3.77327196017547e-17
5.01 0 0.0618422819826883 7.51159018487568e-18 0 0 0 1.23424708914885e-17 2.04582341367761e-17 0
5.02 0 0.0602834455325154 0 0 2.77646840874119e-17 0 0 3.48578260607044e-17 6.63879108008319e-17
5.03 0 0.0586994233244993 0 0 5.90106410415556e-17 0 0 3.45357970565e-18 4.61261506540456e-18
5.04 0 0.0570923760642148 1.23331302049933e-17 0 7.00808809237668e-18 0 0 0 1.99471242796906e-17
5.05 0 0.0554597653161185 1.25486614625633e-17 0 4.87889483645438e-18 0 0 0 9.99935414144693e-17
5.06 0 0.0538046261980876 8.3457511692427e-18 0 0 0 0 0 3.18020901414262e-17
5.07 0 0.0521287036806056 2.13148985536235e-18 0 4.89455536850393e-17 0 0 0 2.94902990916057e-17
5.08 0 0.05043468539851 8.20795083175427e-18 0 0 0 0 0 2.50535422349212e-17
5.09 0 0.0487273051276223 8.45175403247277e-18 0 4.91021590055441e-18 0 4.00325815242358e-17 0 1.79258603253835e-17
5.1 0 0.0470099817780717 2.69005016475713e-18 0 5.4902946892823e-18 0 0 0 1.61887693158352e-17
5.11 0 0.045289146726434 8.02363510111228e-19 0 0 0 2.49912102999679e-17 1.12045722372686e-17 2.57564900971150e-18
5.12 0 0.0435714072210047 2.57686631098775e-17 0 0 0 0 0 0
5.13 0 0.0418630051495252 0 0 1.88193247724689e-17 0 0 0 0
5.14 0 0.0401748031995273 0 0 2.95984055745176e-18 0 1.21170708827529e-17 0 1.16820212511040e-17
5.15 0 0.0385119165271433 0 0 0 0 0 0 4.16235496100783e-17
5.16 0 0.036886271981876 0 0 3.26598785587907e-17 0 0 0 6.65081338515497e-17
5.17 0 0.0353030631717609 0 0 2.97216114907817e-17 0 0 0 4.99294658838999e-17
5.18 0 0.0337704432503814 0 0 7.55620671412957e-18 6.82599569901924e-18 4.73507872407044e-18 0 5.81810319592258e-17
5.19 0 0.0322949818765139 0 2.64080733094576e-18 0 2.77555756156289e-17 5.11304770410092e-17 0 2.15593469281728e-18
5.2 0 0.0308773509270754 2.46038293561343e-18 0 0 1.82702413027258e-17 2.2966584552713e-17 0 1.20460603091047e-17
5.21 0 0.0295266925810093 1.03203073925493e-18 0 2.50208954642693e-17 0 5.39123388435469e-20 0 8.77627408087447e-17
5.22 0 0.0282350269287043 0 0 0 6.07233646339155e-18 4.31744566617897e-17 1.28086631830273e-17 5.29790266794191e-17
5.23 0 0.0270148915079382 0 0 3.15936841736365e-17 2.0172278704377e-19 0 1.23751184399250e-17 3.49170235435291e-17
5.24 0 0.025852628533528 0 0 2.01106795637165e-17 0 0 0 1.88756981965319e-17
5.25 0 0.0247586338782225 0 0 9.51696873476667e-18 0 1.20052718737242e-17 0 5.53347469580169e-17
5.26 0 0.0237216364935076 0 0 1.85994382208924e-17 0 1.27759419428975e-17 0 8.94616992397886e-17
5.27 0 0.0227460062421631 0 0 5.05116068900345e-18 0 0 0 5.81604534970792e-17
5.28 0 0.0218251743822527 0 0 5.88428489091486e-17 0 0 0 4.51904664474978e-17
5.29 0 0.0209570692969685 0 0 0 0 0 0 2.83448245364120e-17
5.3 2.58658633146836e-18 0.0201385964316883 0 0 0 0 0 0 1.48019780255699e-17
5.31 8.36394863238828e-19 0.0193619827568621 0 8.41262190432738e-18 5.08248175310348e-18 0 0 0 5.13270829147753e-17
5.32 0 0.0186258878255053 0 3.51276371440519e-18 0 0 1.11022302462516e-16 0 4.59719019446953e-17
5.33 0 0.0179190305119630 0 2.14879498027368e-17 0 3.8679742485972e-17 2.18422801259919e-16 0 1.77978263248671e-17
5.34 0 0.0172405078784234 0 7.473700985612e-18 0 1.39813265061505e-16 1.77552406142955e-16 0 4.93561214499506e-17
5.35 0 0.016579710259197 0 0 0 9.7623916051338e-17 3.05542384652681e-16 0 5.10419171527261e-18
5.36 0 0.0159349509634227 0 0 0 8.555582731463e-17 2.9452343220349e-16 0 1.57910005033602e-18
5.37 0 0.0153008005664565 0 0 1.80943055465323e-18 1.87371509602814e-16 1.42276453540201e-16 0 2.80769799593397e-17
5.38 0 0.0146770365606468 0 1.89252319096321e-17 1.66784666332608e-18 2.87756457609809e-16 3.52423611269184e-16 0 5.33947886870336e-18
5.39 0 0.0140636138618622 0 0 4.63061149317403e-17 1.52764829136459e-16 2.75690941984886e-16 1.74176706953839e-19 6.12660026846434e-18
5.4 0 0.0134634260467380 0 0 2.10215468341292e-17 3.10848335500693e-16 3.86358963363579e-16 2.03498684540977e-17 5.56691497143459e-19
5.41 0 0.0128808401439005 0 5.26666739721017e-17 2.97072291644877e-17 1.53272039110250e-16 2.34296333204897e-16 0 1.26699707098177e-17
5.42 1.88650525105034e-17 0.0123194744989439 1.08491239669022e-17 3.43536835717623e-18 2.93125203488488e-17 1.67730921656478e-16 3.53764211777548e-16 0 2.76646011745327e-17
5.43 1.67283465774341e-18 0.0117866752191408 4.61189593011047e-18 9.44979982422647e-18 5.36378003426514e-17 4.71418930165305e-16 5.40394232371403e-16 6.20018041652943e-17 0
5.44 1.38777878078145e-17 0.0112818786232555 1.38777878078145e-17 7.71959277540645e-19 4.86518381933579e-17 3.03895537308244e-16 3.03569745803597e-16 2.98605563506828e-17 1.34120707517654e-17
5.45 2.73838270920312e-17 0.0108130615011913 3.16646417839702e-18 0 1.49162089033053e-16 1.64346046567785e-16 2.38025961547691e-16 4.09900314197962e-17 0
5.46 8.2151458810459e-17 0.0103732693020557 1.49059851187229e-17 0 7.62770167295633e-17 7.84199811070182e-17 9.07105800071088e-17 2.77555756156289e-17 1.28004218997739e-17
5.47 6.99465955229207e-17 0.00996507426287407 3.42722377557409e-17 0 1.04097790884905e-16 5.55111512312578e-17 1.22673293252423e-16 6.93889390390723e-17 9.4291329438219e-17
5.48 5.5697059191503e-17 0.00957920555954322 5.84850508749959e-17 4.85124487179325e-17 7.28812376862223e-17 1.75901526479926e-17 8.18411600489179e-17 5.36392141226324e-17 1.2147333536253e-17
5.49 1.66533251503079e-16 0.00921088140372061 2.77555756156289e-17 4.78211596937619e-17 1.35192894444449e-16 1.06715974124354e-16 2.78788038186966e-17 1.19732519914331e-16 2.07806646254679e-17
5.5 9.69586965569834e-17 0.00885145851859988 2.42128131192624e-17 5.45844012392501e-17 1.14762613210956e-16 0 6.19518000416075e-18 5.55111512312578e-17 1.38777878078145e-17
5.51 8.3638407973588e-17 0.00849329400509274 4.51849566711473e-17 1.82374230949224e-17 1.31419984426147e-16 3.73677124219815e-17 4.33672476290853e-17 9.10014891298285e-17 2.30716137358573e-17
5.52 9.65869704990146e-17 0.00812978699476613 1.38777878078145e-17 2.77555756156289e-17 2.14934723374331e-16 0 4.64648376311585e-17 6.08157537187156e-17 5.02106832487148e-18
5.53 8.10365052928827e-17 0.00775671335563224 2.4221643870603e-17 3.52993205257202e-17 8.24574920033074e-17 3.51931740555774e-17 6.96084392757878e-17 5.55111512312578e-17 8.34551520634883e-18
5.54 1.48070580214641e-17 0.00737076850271232 8.99847842729913e-17 2.70263367733842e-17 1.2536734982032e-16 2.93896965803262e-17 3.74875929952896e-17 8.08915579098998e-17 0
5.55 7.99213271189931e-17 0.00697423886648912 4.95103674357354e-17 6.08526722560369e-18 1.04348359397705e-16 2.87807932648117e-17 2.44654415462639e-17 4.8563615175821e-18 0
5.56 0 0.00656859323806249 3.42898992584193e-17 2.57995465868967e-17 1.44827956272472e-16 8.5109004978422e-17 4.84451782429311e-17 1.56676836434701e-17 0
5.57 2.77555756156289e-17 0.00616046822440832 1.48706621133661e-17 2.41238887629997e-17 1.40088249947324e-16 4.2823361477357e-17 1.38777878078145e-17 6.03195480075534e-17 0
5.58 4.33060857530246e-17 0.00575702089962051 0 0 5.55111512312578e-17 0 0 0 0
5.59 2.58969902570643e-17 0.00536478974489876 4.02730215512633e-17 2.07251798161339e-17 4.89624924228475e-17 0 0 0 0
5.6 0 0.00499294518556211 4.62561438441147e-17 2.21334878791330e-18 2.77555756156289e-17 0 0 0 1.84331390766356e-17
5.61 7.88061040138234e-17 0.00464655061513525 4.11875829894046e-17 8.00841031385757e-18 8.00237185067802e-17 4.47368249481132e-17 0 0 4.25588099357803e-18
5.62 1.96085944889643e-17 0.00433116532680905 1.19662445856896e-17 0 1.85577304792536e-17 0 0 0 1.01331110908331e-17
5.63 4.42354008979381e-17 0.0040504254650462 1.04933759253766e-16 0 3.84216761474378e-17 0 1.05065383301808e-17 0 4.00166272032496e-17
5.64 3.60575624164878e-17 0.00380292265297933 2.19561871060991e-17 2.95967580427228e-18 3.78904962634917e-17 2.77555756156289e-17 3.04486996263907e-17 0 5.81001959006181e-17
5.65 1.48688176623245e-18 0.00359109709158512 3.9170618851378e-17 2.53348811831305e-17 1.06974215959080e-17 6.84859138077201e-20 1.33326411973736e-17 0 2.55445117284392e-17
